Record_Date,Company_Name,Job_Role,Experience_Level,City,Salary_INR,Demand_Index,Remote_Option_Flag,Salary_Trend_Pct,Skills_Required
2020-01-24,Axis Bank,HR Manager,5-8 years,Chennai,1792414,28,0,9.18,"Communication, Problem Solving, Team Work"
2020-01-25,Mahindra & Mahindra,Software Engineer,0-1 years,Bangalore,1244593,89,0,5.64,"Java, Python, Data Structures, OOPs"
2020-01-25,Tech Mahindra,Data Scientist,0-1 years,Gurugram,558410,55,0,-1.85,"Python, Machine Learning, Pandas, NumPy"
2020-01-25,HCL Technologies,Data Scientist,0-1 years,Delhi,1961238,50,0,2.17,"Python, Machine Learning, Pandas, NumPy"
2020-01-25,Paytm,DevOps Engineer,5-8 years,Ahmedabad,1174540,30,1,-2.05,"Linux, Docker, Kubernetes, AWS"
2020-01-25,Infosys,Frontend Developer,1-3 years,Delhi,1112690,70,1,-2.04,"HTML, CSS, JavaScript, UI/UX"
2020-01-25,Maruti Suzuki,DevOps Engineer,3-5 years,Ahmedabad,808872,59,0,-1.45,"Linux, Docker, Kubernetes, AWS"
2020-01-26,Amazon India,Finance Analyst,8-12 years,Chennai,1014880,38,0,4.29,"Communication, Problem Solving, Team Work"
2020-01-26,Axis Bank,Data Scientist,3-5 years,Pune,641510,57,0,-3.01,"Python, Machine Learning, Pandas, NumPy"
2020-01-26,Larsen & Toubro,Machine Learning Engineer,1-3 years,Chennai,726225,29,0,10.26,"Communication, Problem Solving, Team Work"
2020-01-26,Tata Motors,Digital Marketing Specialist,0-1 years,Bangalore,1047183,76,1,10.74,"Communication, Problem Solving, Team Work"
2020-01-26,Kotak Mahindra Bank,Cybersecurity Analyst,12+ years,Chennai,2275918,49,1,-4.2,"Communication, Problem Solving, Team Work"
2020-01-26,IBM India,Cloud Architect,12+ years,Mumbai,3477427,89,0,1.97,"Communication, Problem Solving, Team Work"
2020-01-26,Maruti Suzuki,Software Engineer,1-3 years,Gurugram,1456532,77,1,5.9,"Java, Python, Data Structures, OOPs"
2020-01-26,Axis Bank,Machine Learning Engineer,0-1 years,Hyderabad,1089218,28,1,10.92,"Communication, Problem Solving, Team Work"
2020-01-26,Flipkart,Finance Analyst,0-1 years,Ahmedabad,815222,20,0,-4.94,"Communication, Problem Solving, Team Work"
2020-01-26,Tata Motors,Machine Learning Engineer,3-5 years,Delhi,2288965,35,0,7.34,"Communication, Problem Solving, Team Work"
2020-01-26,HCL Technologies,Business Analyst,3-5 years,Kolkata,892483,53,1,7.78,"Excel, SQL, Power BI, Business Intelligence"
2020-01-27,IBM India,Data Scientist,3-5 years,Gurugram,1718119,47,1,8.72,"Python, Machine Learning, Pandas, NumPy"
2020-01-27,Aditya Birla Group,Operations Manager,0-1 years,Mumbai,1925678,56,1,-4.42,"Communication, Problem Solving, Team Work"
2020-01-27,Larsen & Toubro,Machine Learning Engineer,1-3 years,Noida,1638451,47,0,-3.96,"Communication, Problem Solving, Team Work"
2020-01-27,Tata Motors,Digital Marketing Specialist,12+ years,Gurugram,1016584,96,1,5.92,"Communication, Problem Solving, Team Work"
2020-01-27,Indian Oil Corporation,Product Manager,12+ years,Kolkata,3498248,89,0,-0.2,"Communication, Problem Solving, Team Work"
2020-01-27,State Bank of India,Product Manager,5-8 years,Gurugram,1320401,91,1,3.87,"Communication, Problem Solving, Team Work"
2020-01-27,Paytm,Data Analyst,8-12 years,Pune,572118,67,1,11.44,"SQL, Excel, Power BI, Python"
2020-01-27,Infosys,Cybersecurity Analyst,5-8 years,Bangalore,845910,85,0,-1.64,"Communication, Problem Solving, Team Work"
2020-01-27,Zomato,Operations Manager,12+ years,Bangalore,780872,48,1,11.09,"Communication, Problem Solving, Team Work"
2020-01-27,Paytm,Operations Manager,0-1 years,Bangalore,1622765,48,1,1.91,"Communication, Problem Solving, Team Work"
2020-01-28,Swiggy,DevOps Engineer,8-12 years,Bangalore,2106144,19,1,-1.64,"Linux, Docker, Kubernetes, AWS"
2020-01-28,Mahindra & Mahindra,Operations Manager,12+ years,Mumbai,1313757,93,0,2.6,"Communication, Problem Solving, Team Work"
2020-01-28,Maruti Suzuki,Cybersecurity Analyst,12+ years,Ahmedabad,1587042,64,0,9.85,"Communication, Problem Solving, Team Work"
2020-01-28,HDFC Bank,Digital Marketing Specialist,3-5 years,Pune,794751,28,0,8.71,"Communication, Problem Solving, Team Work"
2020-01-28,Swiggy,Frontend Developer,0-1 years,Gurugram,1473430,78,1,8.45,"HTML, CSS, JavaScript, UI/UX"
2020-01-28,PhonePe,Cloud Architect,3-5 years,Delhi,3628635,25,1,-1.79,"Communication, Problem Solving, Team Work"
2020-01-28,Tech Mahindra,Cloud Architect,3-5 years,Mumbai,2467709,38,1,-4.37,"Communication, Problem Solving, Team Work"
2020-01-28,Reliance Industries,DevOps Engineer,1-3 years,Bangalore,1199774,77,1,2.97,"Linux, Docker, Kubernetes, AWS"
2020-01-28,Tata Motors,DevOps Engineer,12+ years,Bangalore,1291590,12,1,-2.55,"Linux, Docker, Kubernetes, AWS"
2020-01-29,Hindustan Unilever,Data Analyst,8-12 years,Ahmedabad,428645,86,0,8.51,"SQL, Excel, Power BI, Python"
2020-01-29,Wipro,Cybersecurity Analyst,3-5 years,Noida,1568282,71,0,10.01,"Communication, Problem Solving, Team Work"
2020-01-29,Larsen & Toubro,Backend Developer,8-12 years,Hyderabad,1500804,88,0,11.17,"Python, Java, SQL, APIs"
2020-01-29,Indian Oil Corporation,Operations Manager,1-3 years,Ahmedabad,1695659,59,1,-0.51,"Communication, Problem Solving, Team Work"
2020-01-29,Wipro,Cybersecurity Analyst,5-8 years,Noida,503157,76,0,-1.29,"Communication, Problem Solving, Team Work"
2020-01-29,Maruti Suzuki,Cybersecurity Analyst,0-1 years,Mumbai,2308530,28,1,9.24,"Communication, Problem Solving, Team Work"
2020-01-29,Deloitte India,Cybersecurity Analyst,3-5 years,Hyderabad,1187514,93,0,0.88,"Communication, Problem Solving, Team Work"
2020-01-29,Swiggy,DevOps Engineer,3-5 years,Bangalore,2160635,80,1,7.36,"Linux, Docker, Kubernetes, AWS"
2020-01-29,Kotak Mahindra Bank,Data Scientist,12+ years,Gurugram,1031983,65,0,-4.04,"Python, Machine Learning, Pandas, NumPy"
2020-01-30,Reliance Industries,Machine Learning Engineer,8-12 years,Hyderabad,718297,79,1,-1.4,"Communication, Problem Solving, Team Work"
2020-01-30,BYJU'S,Digital Marketing Specialist,3-5 years,Bangalore,781603,87,0,-2.51,"Communication, Problem Solving, Team Work"
2020-01-30,Flipkart,Digital Marketing Specialist,5-8 years,Gurugram,675236,57,1,-0.24,"Communication, Problem Solving, Team Work"
2020-01-30,Amazon India,UI/UX Designer,5-8 years,Mumbai,466867,40,1,5.59,"Communication, Problem Solving, Team Work"
2020-01-30,Tata Motors,Digital Marketing Specialist,3-5 years,Gurugram,857337,14,1,1.34,"Communication, Problem Solving, Team Work"
2020-01-30,Flipkart,Machine Learning Engineer,1-3 years,Noida,2805437,33,0,0.54,"Communication, Problem Solving, Team Work"
2020-01-30,PhonePe,Machine Learning Engineer,5-8 years,Bangalore,622585,52,1,7.14,"Communication, Problem Solving, Team Work"
2020-01-30,PhonePe,Backend Developer,0-1 years,Ahmedabad,1350982,78,1,-3.92,"Python, Java, SQL, APIs"
2020-01-30,Bharat Petroleum,Operations Manager,1-3 years,Noida,1009155,31,0,-2.84,"Communication, Problem Solving, Team Work"
2020-01-30,Accenture India,DevOps Engineer,12+ years,Gurugram,1989339,37,1,1.37,"Linux, Docker, Kubernetes, AWS"
2020-01-31,Adani Enterprises,Product Manager,5-8 years,Pune,3741618,40,0,0.22,"Communication, Problem Solving, Team Work"
2020-01-31,Reliance Industries,Finance Analyst,5-8 years,Delhi,1068331,62,0,-3.16,"Communication, Problem Solving, Team Work"
2020-01-31,Flipkart,Finance Analyst,5-8 years,Mumbai,440151,71,1,-3.29,"Communication, Problem Solving, Team Work"
2020-01-31,Axis Bank,Operations Manager,12+ years,Bangalore,1085387,40,0,10.62,"Communication, Problem Solving, Team Work"
2020-01-31,Tata Consultancy Services,Data Analyst,8-12 years,Delhi,659499,43,0,10.42,"SQL, Excel, Power BI, Python"
2020-01-31,Mahindra & Mahindra,HR Manager,3-5 years,Mumbai,436710,70,0,0.39,"Communication, Problem Solving, Team Work"
2020-01-31,Jio Platforms,Machine Learning Engineer,1-3 years,Noida,1376708,91,0,8.23,"Communication, Problem Solving, Team Work"
2020-02-01,Paytm,Business Analyst,1-3 years,Chennai,593766,18,0,7.32,"Excel, SQL, Power BI, Business Intelligence"
2020-02-01,Paytm,Product Manager,5-8 years,Kolkata,2935487,68,0,0.39,"Communication, Problem Solving, Team Work"
2020-02-01,Wipro,Operations Manager,12+ years,Bangalore,1413244,82,1,10.78,"Communication, Problem Solving, Team Work"
2020-02-01,Jio Platforms,Finance Analyst,3-5 years,Chennai,1026564,49,0,11.02,"Communication, Problem Solving, Team Work"
2020-02-01,Axis Bank,Finance Analyst,5-8 years,Gurugram,980412,84,1,3.58,"Communication, Problem Solving, Team Work"
2020-02-01,Jio Platforms,Frontend Developer,12+ years,Noida,872277,68,0,6.51,"HTML, CSS, JavaScript, UI/UX"
2020-02-01,Bharat Petroleum,Digital Marketing Specialist,0-1 years,Gurugram,702334,83,0,-1.54,"Communication, Problem Solving, Team Work"
2020-02-01,Reliance Industries,Product Manager,12+ years,Mumbai,1635182,92,1,3.05,"Communication, Problem Solving, Team Work"
2020-02-01,State Bank of India,Cybersecurity Analyst,8-12 years,Mumbai,2497500,71,0,2.15,"Communication, Problem Solving, Team Work"
2020-02-01,Adani Enterprises,Software Engineer,3-5 years,Hyderabad,618998,10,0,2.67,"Java, Python, Data Structures, OOPs"
2020-02-01,State Bank of India,HR Manager,8-12 years,Bangalore,1032855,42,0,0.99,"Communication, Problem Solving, Team Work"
2020-02-02,Kotak Mahindra Bank,Backend Developer,1-3 years,Bangalore,1054640,17,1,0.09,"Python, Java, SQL, APIs"
2020-02-02,Tata Consultancy Services,Data Analyst,12+ years,Mumbai,1074476,85,0,7.58,"SQL, Excel, Power BI, Python"
2020-02-02,Tech Mahindra,UI/UX Designer,1-3 years,Hyderabad,789884,58,0,3.18,"Communication, Problem Solving, Team Work"
2020-02-02,HCL Technologies,Backend Developer,1-3 years,Hyderabad,934471,61,0,2.08,"Python, Java, SQL, APIs"
2020-02-02,IBM India,Operations Manager,12+ years,Chennai,920741,33,1,-1.76,"Communication, Problem Solving, Team Work"
2020-02-02,Capgemini India,Data Analyst,8-12 years,Mumbai,965711,28,1,9.12,"SQL, Excel, Power BI, Python"
2020-02-02,Paytm,Backend Developer,5-8 years,Gurugram,1020736,52,1,0.82,"Python, Java, SQL, APIs"
2020-02-02,Adani Enterprises,Cybersecurity Analyst,5-8 years,Ahmedabad,1722506,99,0,5.96,"Communication, Problem Solving, Team Work"
2020-02-02,Tata Motors,Business Analyst,3-5 years,Chennai,594840,67,0,-2.74,"Excel, SQL, Power BI, Business Intelligence"
2020-02-02,Adani Enterprises,Cloud Architect,3-5 years,Bangalore,2264961,86,0,-1.73,"Communication, Problem Solving, Team Work"
2020-02-02,PhonePe,Backend Developer,12+ years,Mumbai,479869,11,0,5.03,"Python, Java, SQL, APIs"
2020-02-02,State Bank of India,HR Manager,12+ years,Bangalore,1481398,63,1,10.89,"Communication, Problem Solving, Team Work"
2020-02-02,Capgemini India,Backend Developer,3-5 years,Gurugram,884259,92,1,6.34,"Python, Java, SQL, APIs"
2020-02-03,Amazon India,Data Analyst,0-1 years,Mumbai,443645,57,0,0.69,"SQL, Excel, Power BI, Python"
2020-02-03,BYJU'S,Data Analyst,8-12 years,Gurugram,588364,90,0,2.55,"SQL, Excel, Power BI, Python"
2020-02-03,Infosys,Machine Learning Engineer,3-5 years,Delhi,1585043,58,0,1.96,"Communication, Problem Solving, Team Work"
2020-02-03,Flipkart,Data Scientist,8-12 years,Delhi,2093187,20,1,-4.86,"Python, Machine Learning, Pandas, NumPy"
2020-02-03,Kotak Mahindra Bank,Software Engineer,8-12 years,Chennai,984721,48,0,0.7,"Java, Python, Data Structures, OOPs"
2020-02-03,Larsen & Toubro,Data Analyst,8-12 years,Kolkata,422703,20,1,-3.0,"SQL, Excel, Power BI, Python"
2020-02-03,Reliance Industries,Software Engineer,12+ years,Mumbai,1111032,64,1,-3.41,"Java, Python, Data Structures, OOPs"
2020-02-03,State Bank of India,DevOps Engineer,12+ years,Mumbai,964809,86,1,7.9,"Linux, Docker, Kubernetes, AWS"
2020-02-04,Amazon India,DevOps Engineer,8-12 years,Kolkata,1730770,52,0,3.42,"Linux, Docker, Kubernetes, AWS"
2020-02-04,Zomato,Frontend Developer,5-8 years,Delhi,1163253,58,1,0.49,"HTML, CSS, JavaScript, UI/UX"
2020-02-04,Bharat Petroleum,Cloud Architect,1-3 years,Gurugram,1678220,55,0,10.15,"Communication, Problem Solving, Team Work"
2020-02-04,Mahindra & Mahindra,Finance Analyst,0-1 years,Chennai,483099,21,1,5.53,"Communication, Problem Solving, Team Work"
2020-02-04,Tata Motors,Operations Manager,12+ years,Chennai,1858971,15,1,0.06,"Communication, Problem Solving, Team Work"
2020-02-04,Wipro,Finance Analyst,5-8 years,Hyderabad,801514,88,1,-2.58,"Communication, Problem Solving, Team Work"
2020-02-05,Adani Enterprises,Software Engineer,1-3 years,Noida,696030,69,0,-3.61,"Java, Python, Data Structures, OOPs"
2020-02-05,Jio Platforms,Business Analyst,1-3 years,Delhi,974236,76,0,9.3,"Excel, SQL, Power BI, Business Intelligence"
2020-02-05,BYJU'S,Software Engineer,8-12 years,Mumbai,1022648,79,0,11.34,"Java, Python, Data Structures, OOPs"
2020-02-05,Wipro,Cybersecurity Analyst,0-1 years,Kolkata,1352457,35,0,7.9,"Communication, Problem Solving, Team Work"
2020-02-05,Reliance Industries,Backend Developer,3-5 years,Bangalore,867940,69,0,10.41,"Python, Java, SQL, APIs"
2020-02-05,State Bank of India,DevOps Engineer,5-8 years,Gurugram,2049111,59,1,10.53,"Linux, Docker, Kubernetes, AWS"
2020-02-05,Tech Mahindra,Digital Marketing Specialist,12+ years,Bangalore,392422,59,0,-0.05,"Communication, Problem Solving, Team Work"
2020-02-05,State Bank of India,Cloud Architect,5-8 years,Mumbai,3570164,86,0,9.24,"Communication, Problem Solving, Team Work"
2020-02-05,Adani Enterprises,Backend Developer,3-5 years,Noida,686786,51,0,-1.53,"Python, Java, SQL, APIs"
2020-02-05,ICICI Bank,Backend Developer,0-1 years,Noida,1202409,44,1,-3.34,"Python, Java, SQL, APIs"
2020-02-05,Wipro,Digital Marketing Specialist,3-5 years,Kolkata,1087900,89,1,4.76,"Communication, Problem Solving, Team Work"
2020-02-05,Infosys,Digital Marketing Specialist,5-8 years,Ahmedabad,1165998,15,1,-2.18,"Communication, Problem Solving, Team Work"
2020-02-06,Zomato,Digital Marketing Specialist,8-12 years,Mumbai,1175990,90,0,5.99,"Communication, Problem Solving, Team Work"
2020-02-06,Deloitte India,Business Analyst,8-12 years,Hyderabad,1461360,59,1,0.16,"Excel, SQL, Power BI, Business Intelligence"
2020-02-06,Accenture India,Operations Manager,8-12 years,Chennai,960840,58,0,-0.1,"Communication, Problem Solving, Team Work"
2020-02-06,Mahindra & Mahindra,Product Manager,0-1 years,Chennai,3917798,13,0,8.72,"Communication, Problem Solving, Team Work"
2020-02-06,Wipro,Software Engineer,3-5 years,Kolkata,585549,96,0,-0.09,"Java, Python, Data Structures, OOPs"
2020-02-06,Amazon India,DevOps Engineer,5-8 years,Pune,1373493,36,1,3.58,"Linux, Docker, Kubernetes, AWS"
2020-02-06,Tech Mahindra,Data Analyst,0-1 years,Kolkata,1088627,35,0,3.06,"SQL, Excel, Power BI, Python"
2020-02-06,Tata Consultancy Services,Frontend Developer,1-3 years,Delhi,510792,24,1,3.43,"HTML, CSS, JavaScript, UI/UX"
2020-02-06,PhonePe,Frontend Developer,12+ years,Bangalore,432466,67,0,9.23,"HTML, CSS, JavaScript, UI/UX"
2020-02-07,Paytm,Digital Marketing Specialist,0-1 years,Bangalore,349554,61,1,11.91,"Communication, Problem Solving, Team Work"
2020-02-07,Indian Oil Corporation,HR Manager,3-5 years,Delhi,672092,73,1,8.09,"Communication, Problem Solving, Team Work"
2020-02-07,Hindustan Unilever,Data Scientist,3-5 years,Hyderabad,577153,72,1,-1.75,"Python, Machine Learning, Pandas, NumPy"
2020-02-07,Aditya Birla Group,Data Analyst,3-5 years,Delhi,948311,41,0,4.37,"SQL, Excel, Power BI, Python"
2020-02-07,Jio Platforms,Machine Learning Engineer,8-12 years,Bangalore,1960229,22,1,2.7,"Communication, Problem Solving, Team Work"
2020-02-07,BYJU'S,Frontend Developer,0-1 years,Mumbai,542649,58,1,-4.8,"HTML, CSS, JavaScript, UI/UX"
2020-02-07,State Bank of India,Software Engineer,5-8 years,Gurugram,461754,83,1,7.69,"Java, Python, Data Structures, OOPs"
2020-02-07,Deloitte India,Data Analyst,12+ years,Hyderabad,441966,74,1,0.03,"SQL, Excel, Power BI, Python"
2020-02-07,Jio Platforms,Digital Marketing Specialist,8-12 years,Bangalore,619276,90,0,-1.73,"Communication, Problem Solving, Team Work"
2020-02-07,IBM India,Cybersecurity Analyst,1-3 years,Chennai,922428,50,1,3.89,"Communication, Problem Solving, Team Work"
2020-02-07,Tech Mahindra,Backend Developer,0-1 years,Mumbai,800963,27,1,5.49,"Python, Java, SQL, APIs"
2020-02-07,Tata Consultancy Services,Data Analyst,3-5 years,Delhi,403425,99,1,9.81,"SQL, Excel, Power BI, Python"
2020-02-08,HDFC Bank,Business Analyst,3-5 years,Hyderabad,714866,26,1,6.11,"Excel, SQL, Power BI, Business Intelligence"
2020-02-08,Jio Platforms,Backend Developer,0-1 years,Pune,1196372,73,0,0.35,"Python, Java, SQL, APIs"
2020-02-08,Capgemini India,Digital Marketing Specialist,1-3 years,Mumbai,839244,16,1,-3.3,"Communication, Problem Solving, Team Work"
2020-02-08,HCL Technologies,Cloud Architect,0-1 years,Noida,1528520,95,1,2.81,"Communication, Problem Solving, Team Work"
2020-02-08,Adani Enterprises,Finance Analyst,0-1 years,Pune,982156,17,0,-0.88,"Communication, Problem Solving, Team Work"
2020-02-08,Axis Bank,Backend Developer,3-5 years,Gurugram,663367,32,0,8.84,"Python, Java, SQL, APIs"
2020-02-08,BYJU'S,Data Analyst,0-1 years,Gurugram,949601,14,1,10.08,"SQL, Excel, Power BI, Python"
2020-02-08,State Bank of India,Frontend Developer,1-3 years,Kolkata,898233,11,0,5.74,"HTML, CSS, JavaScript, UI/UX"
2020-02-08,Deloitte India,Operations Manager,12+ years,Delhi,590683,56,0,11.64,"Communication, Problem Solving, Team Work"
2020-02-09,Swiggy,UI/UX Designer,1-3 years,Ahmedabad,1067511,85,0,10.44,"Communication, Problem Solving, Team Work"
2020-02-10,Bharat Petroleum,Software Engineer,0-1 years,Chennai,932207,13,1,1.77,"Java, Python, Data Structures, OOPs"
2020-02-10,Kotak Mahindra Bank,UI/UX Designer,12+ years,Mumbai,939510,78,0,-2.19,"Communication, Problem Solving, Team Work"
2020-02-10,Wipro,Digital Marketing Specialist,1-3 years,Hyderabad,835109,79,0,9.59,"Communication, Problem Solving, Team Work"
2020-02-10,Infosys,Machine Learning Engineer,1-3 years,Delhi,661656,12,0,11.81,"Communication, Problem Solving, Team Work"
2020-02-10,Larsen & Toubro,Operations Manager,3-5 years,Ahmedabad,1185019,88,0,-2.85,"Communication, Problem Solving, Team Work"
2020-02-10,Infosys,Cloud Architect,3-5 years,Bangalore,3648696,72,0,-0.31,"Communication, Problem Solving, Team Work"
2020-02-10,Tata Consultancy Services,DevOps Engineer,8-12 years,Ahmedabad,532552,72,1,2.1,"Linux, Docker, Kubernetes, AWS"
2020-02-10,Aditya Birla Group,DevOps Engineer,8-12 years,Chennai,1340132,90,0,4.55,"Linux, Docker, Kubernetes, AWS"
2020-02-10,PhonePe,Cybersecurity Analyst,3-5 years,Kolkata,1883181,20,1,2.86,"Communication, Problem Solving, Team Work"
2020-02-10,State Bank of India,Data Analyst,1-3 years,Ahmedabad,1189976,23,0,9.3,"SQL, Excel, Power BI, Python"
2020-02-11,HDFC Bank,Cybersecurity Analyst,1-3 years,Hyderabad,1380636,26,1,0.51,"Communication, Problem Solving, Team Work"
2020-02-11,Zomato,Frontend Developer,12+ years,Gurugram,809965,18,1,-2.58,"HTML, CSS, JavaScript, UI/UX"
2020-02-11,Axis Bank,Data Scientist,12+ years,Ahmedabad,1675093,97,0,10.59,"Python, Machine Learning, Pandas, NumPy"
2020-02-11,Wipro,Digital Marketing Specialist,5-8 years,Pune,403651,26,1,2.21,"Communication, Problem Solving, Team Work"
2020-02-11,Aditya Birla Group,Cloud Architect,3-5 years,Noida,2324389,35,0,-1.88,"Communication, Problem Solving, Team Work"
2020-02-11,Wipro,Software Engineer,3-5 years,Delhi,391253,96,0,11.98,"Java, Python, Data Structures, OOPs"
2020-02-11,Maruti Suzuki,Data Scientist,0-1 years,Noida,1937248,37,0,8.88,"Python, Machine Learning, Pandas, NumPy"
2020-02-11,IBM India,Software Engineer,1-3 years,Mumbai,580489,60,0,7.19,"Java, Python, Data Structures, OOPs"
2020-02-11,IBM India,HR Manager,1-3 years,Mumbai,1682369,94,1,-2.52,"Communication, Problem Solving, Team Work"
2020-02-11,Axis Bank,Digital Marketing Specialist,5-8 years,Chennai,314382,27,1,11.14,"Communication, Problem Solving, Team Work"
2020-02-11,Capgemini India,Cloud Architect,3-5 years,Pune,1658077,36,0,3.75,"Communication, Problem Solving, Team Work"
2020-02-11,Tech Mahindra,Data Scientist,1-3 years,Noida,532900,59,1,1.7,"Python, Machine Learning, Pandas, NumPy"
2020-02-11,Hindustan Unilever,Finance Analyst,8-12 years,Hyderabad,931681,91,0,5.14,"Communication, Problem Solving, Team Work"
2020-02-11,Larsen & Toubro,Software Engineer,12+ years,Pune,983044,93,1,5.44,"Java, Python, Data Structures, OOPs"
2020-02-11,Hindustan Unilever,DevOps Engineer,8-12 years,Gurugram,1249679,99,1,-2.87,"Linux, Docker, Kubernetes, AWS"
2020-02-11,Axis Bank,Finance Analyst,8-12 years,Bangalore,1170430,10,0,9.59,"Communication, Problem Solving, Team Work"
2020-02-11,IBM India,Business Analyst,1-3 years,Pune,773285,44,0,-0.07,"Excel, SQL, Power BI, Business Intelligence"
2020-02-11,Infosys,Business Analyst,8-12 years,Bangalore,746098,42,1,10.5,"Excel, SQL, Power BI, Business Intelligence"
2020-02-12,Bharat Petroleum,Product Manager,0-1 years,Chennai,3754390,80,0,5.49,"Communication, Problem Solving, Team Work"
2020-02-12,Zomato,Product Manager,0-1 years,Noida,3628827,72,1,2.29,"Communication, Problem Solving, Team Work"
2020-02-12,Indian Oil Corporation,Software Engineer,1-3 years,Bangalore,427242,67,1,2.06,"Java, Python, Data Structures, OOPs"
2020-02-12,Amazon India,Data Analyst,1-3 years,Hyderabad,478369,76,0,6.15,"SQL, Excel, Power BI, Python"
2020-02-12,Maruti Suzuki,Data Scientist,12+ years,Ahmedabad,1814545,45,1,3.95,"Python, Machine Learning, Pandas, NumPy"
2020-02-12,Hindustan Unilever,Digital Marketing Specialist,5-8 years,Kolkata,1162439,85,1,4.93,"Communication, Problem Solving, Team Work"
2020-02-12,Tata Motors,Digital Marketing Specialist,12+ years,Chennai,603285,69,0,7.22,"Communication, Problem Solving, Team Work"
2020-02-12,Wipro,Backend Developer,0-1 years,Hyderabad,1304270,20,0,6.1,"Python, Java, SQL, APIs"
2020-02-12,Flipkart,Software Engineer,0-1 years,Bangalore,916782,29,1,-0.32,"Java, Python, Data Structures, OOPs"
2020-02-12,Paytm,Finance Analyst,8-12 years,Mumbai,557381,40,1,3.97,"Communication, Problem Solving, Team Work"
2020-02-12,Wipro,Product Manager,12+ years,Bangalore,2783798,33,0,-0.8,"Communication, Problem Solving, Team Work"
2020-02-13,Hindustan Unilever,Cybersecurity Analyst,5-8 years,Hyderabad,1328912,67,0,4.7,"Communication, Problem Solving, Team Work"
2020-02-13,BYJU'S,UI/UX Designer,12+ years,Noida,893138,29,1,10.97,"Communication, Problem Solving, Team Work"
2020-02-13,Bharat Petroleum,Data Scientist,5-8 years,Hyderabad,559288,91,0,8.05,"Python, Machine Learning, Pandas, NumPy"
2020-02-13,BYJU'S,Cloud Architect,3-5 years,Mumbai,2839483,44,1,-2.64,"Communication, Problem Solving, Team Work"
2020-02-13,Adani Enterprises,Cybersecurity Analyst,0-1 years,Ahmedabad,510559,79,0,2.87,"Communication, Problem Solving, Team Work"
2020-02-13,Capgemini India,Software Engineer,12+ years,Ahmedabad,592762,94,0,9.8,"Java, Python, Data Structures, OOPs"
2020-02-13,Swiggy,Software Engineer,12+ years,Chennai,384012,48,0,-4.7,"Java, Python, Data Structures, OOPs"
2020-02-13,Kotak Mahindra Bank,HR Manager,5-8 years,Ahmedabad,1654392,43,1,1.06,"Communication, Problem Solving, Team Work"
2020-02-13,State Bank of India,Backend Developer,5-8 years,Chennai,917408,43,1,6.51,"Python, Java, SQL, APIs"
2020-02-13,Amazon India,Finance Analyst,12+ years,Noida,694044,68,1,2.43,"Communication, Problem Solving, Team Work"
2020-02-14,Tata Motors,Data Scientist,0-1 years,Gurugram,755947,67,0,5.87,"Python, Machine Learning, Pandas, NumPy"
2020-02-14,Accenture India,Product Manager,8-12 years,Noida,1110594,27,0,-0.49,"Communication, Problem Solving, Team Work"
2020-02-14,Tech Mahindra,Data Scientist,1-3 years,Bangalore,2332546,15,0,-4.06,"Python, Machine Learning, Pandas, NumPy"
2020-02-14,Maruti Suzuki,Frontend Developer,5-8 years,Kolkata,411642,60,1,-1.98,"HTML, CSS, JavaScript, UI/UX"
2020-02-14,Zomato,Product Manager,12+ years,Gurugram,3176402,60,0,-1.41,"Communication, Problem Solving, Team Work"
2020-02-14,Larsen & Toubro,UI/UX Designer,12+ years,Pune,858859,75,1,7.02,"Communication, Problem Solving, Team Work"
2020-02-14,Adani Enterprises,Digital Marketing Specialist,8-12 years,Bangalore,948305,82,0,10.8,"Communication, Problem Solving, Team Work"
2020-02-15,Maruti Suzuki,DevOps Engineer,5-8 years,Delhi,2127356,75,0,0.83,"Linux, Docker, Kubernetes, AWS"
2020-02-15,Tech Mahindra,Data Scientist,3-5 years,Ahmedabad,1561935,93,1,11.79,"Python, Machine Learning, Pandas, NumPy"
2020-02-15,Amazon India,Operations Manager,8-12 years,Kolkata,1169981,48,1,5.38,"Communication, Problem Solving, Team Work"
2020-02-15,Wipro,Data Analyst,8-12 years,Ahmedabad,1113386,26,1,5.29,"SQL, Excel, Power BI, Python"
2020-02-15,HCL Technologies,Backend Developer,3-5 years,Gurugram,1258933,18,0,1.04,"Python, Java, SQL, APIs"
2020-02-15,Reliance Industries,Cloud Architect,5-8 years,Gurugram,4071721,60,0,11.9,"Communication, Problem Solving, Team Work"
2020-02-15,Accenture India,Cloud Architect,1-3 years,Mumbai,2833015,58,1,6.99,"Communication, Problem Solving, Team Work"
2020-02-15,IBM India,Operations Manager,0-1 years,Bangalore,820201,21,1,-0.03,"Communication, Problem Solving, Team Work"
2020-02-15,Paytm,UI/UX Designer,12+ years,Gurugram,682967,16,0,-4.52,"Communication, Problem Solving, Team Work"
2020-02-15,Axis Bank,Product Manager,0-1 years,Kolkata,2388342,51,1,-4.36,"Communication, Problem Solving, Team Work"
2020-02-15,Deloitte India,Digital Marketing Specialist,3-5 years,Gurugram,635608,68,0,2.88,"Communication, Problem Solving, Team Work"
2020-02-15,Flipkart,Digital Marketing Specialist,3-5 years,Chennai,721041,47,0,10.38,"Communication, Problem Solving, Team Work"
2020-02-15,Swiggy,Machine Learning Engineer,0-1 years,Noida,2909959,87,0,-4.91,"Communication, Problem Solving, Team Work"
